"loan_amnt","funded_amnt","funded_amnt_inv","term","batch_enrolled","int_rate","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","address","dti","delinq_2yrs","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","last_week_pay","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","no_funded_amnt"
"5200","5200","5200.0","36 months","BAT528686","13.11","B","B4","Powers distribution","1 year","RENT","55000","480xx,MI","22.04","0","1","12","0","11766","51.6","20","1114.04","0","0","0","0","152th week","0","0","37299","22800","1.0"
"3500","3500","3500.0","36 months","BAT3016651","23.43","F","F1","Plumber","10+ years","MORTGAGE","65866.36","945xx,CA","18.66","0","0","9","0","31741","98.6","21","1118.87","0","0","0","0","96th week","0","0","405941","32200","1.0"
"16000","16000","16000.0","36 months","BAT528686","11.14","B","B2","Active Filings LLC","10+ years","RENT","85000","330xx,FL","18.44","0","0","8","0","14817","80.1","17","2031.07","0","1349.23","13.4923","0","78th week","0","0","39081","18500","1.0"
"4200","4200","4200.0","36 months","BAT6248271","12.49","B","B5","Guest Services Represenative","6 years","OWN","23000","700xx,LA","27.45","0","1","3","0","1740","60","17","510.59","0","0","0","0","61th week","0","0","1740","2900","1.0"
"7000","7000","7000.0","36 months","BAT6612051","7.89","A","A5","Custodian","10+ years","MORTGAGE","43000","430xx,OH","22.41","0","0","14","1","7705","25.9","22","384.92","0","0","0","0","39th week","0","0","15976","29700","1.0"
"2400","2400","2400.0","36 months","BAT422167","7.89","A","A5",,"n/a","MORTGAGE","32000","344xx,FL","2.55","0","1","9","2","2515","21.3","31","101.13","0","0","0","0","31th week","0","0","2515","11800","1.0"
"23350","23350","23350.0","60 months","BAT6004464","19.99","E","E4","Client Development Manager","5 years","MORTGAGE","64000","760xx,TX","29.8","0","4","15","0","15207","52","42","0","0","0","0","0","NAth week","0","0","311184","29300","1.0"
"21000","21000","21000.0","60 months","BAT6004464","19.48","E","E2","machinist","9 years","MORTGAGE","79500","170xx,PA","16.91","0","3","8","0","23975","96","13","0","0","0","0","0","NAth week","0","0","98994","24900","1.0"
"8000","8000","8000.0","36 months","BAT4729018","6.49","A","A2","President","7 years","RENT","77508","631xx,MO","6.33","0","2","14","2","2101","5.2","17","412.01","0","0","0","0","48th week","0","0","9407","40600","1.0"
"14400","14400","14400.0","60 months","BAT4106493","20.99","E","E5","cashier","8 years","RENT","50000","913xx,CA","28.23","0","0","16","0","15055","64.6","21","484.56","0","0","0","0","9th week","0","0","41123","23300","1.0"
"10000","10000","10000.0","36 months","BAT6612051","16.99","D","D3","Site Supervisor","10+ years","MORTGAGE","60680","765xx,TX","20.11","0","3","13","2","4343","19.8","71","1209.58","0","0","0","0","39th week","0","0","80099","21900","1.0"
"12000","12000","12000.0","36 months","BAT422167","7.26","A","A4",,"n/a","MORTGAGE","31000","604xx,IL","23.5","0","0","7","0","7892","51.2","25","464.94","0","0","0","0","31th week","0","0","22488","15400","1.0"
"7000","7000","7000.0","36 months","BAT6248271","10.15","B","B2","Design Consultant","2 years","RENT","55000","857xx,AZ","14.27","0","1","10","1","6438","40","33","734.08","0","0","0","0","65th week","0","0","22127","16100","1.0"
"14400","14400","14400.0","60 months","BAT5662637","13.99","C","C4","Manager","3 years","RENT","50000","850xx,AZ","5.38","0","0","14","0","8856","93.2","29","981.54","0","0","0","0","26th week","0","0","49651","9500","1.0"
"15000","15000","15000.0","60 months","BAT6248271","14.49","C","C4","Surgical Tech","10+ years","MORTGAGE","35722","330xx,FL","21.77","0","0","11","0","9071","26.2","14","2132.22","0","0","0","0","52th week","0","0","31880","34600","1.0"
"10000","10000","10000.0","36 months","BAT4106493","12.05","C","C1","Franchise Owner","10+ years","OWN","60000","284xx,NC","16.13","0","0","14","0","30484","50.4","24","185.11","0","0","0","0","9th week","0","0","30484","60500","1.0"
"14000","14000","14000.0","60 months","BAT4106493","9.99","B","B3","Senior Case Tech","10+ years","MORTGAGE","57000","853xx,AZ","24.21","0","0","16","0","9745","31.3","37","223.82","0","0","0","0","9th week","0","0","169253","31100","1.0"
"15000","15000","14900.0","36 months","BAT4664105","7.89","A","A5","Credit Manager","10+ years","RENT","80000","017xx,MA","10.86","2","0","17","0","16665","17.8","38","455.04","0","0","0","0","22th week","0","0","38612","98600","1.0"
"5200","5200","5200.0","36 months","BAT6004464","7.26","A","A4","Correction Officer","2 years","OWN","59000","017xx,MA","6.83","0","0","3","0","1933","87.9","4","29.36","0","0","0","0","4th week","0","0","9159","2200","1.0"
"7000","7000","7000.0","36 months","BAT5737941","12.12","B","B3","Lawrence County Board of Education","10+ years","MORTGAGE","110000","356xx,AL","18.09","0","1","11","0","6333","58.6","31","1383.32","0","0","0","0","156th week","0",,"0","0","1.0"
"8500","8500","8500.0","36 months","BAT3795313","17.19","E","E3","State of Delaware","5 years","MORTGAGE","75000","199xx,DE","7.86","1","3","11","0","15350","84","19","2434.21","0","0","0","0","161th week","0",,"0","0","1.0"
"12000","12000","12000.0","36 months","BAT4711174","14.47","C","C2","Police Officer","4 years","OWN","65000","110xx,NY","11.06","0","1","6","0","7832","76.8","7","690.77","0","0","0","0","26th week","0","0","61086","10200","1.0"
"31000","31000","31000.0","36 months","BAT5260863","7.89","A","A5","owner","10+ years","MORTGAGE","260000","680xx,NE","14.07","0","0","14","0","16369","34","46","582.74","0","0","0","0","13th week","0","0","88607","48124","1.0"
"18000","18000","18000.0","60 months","BAT4711174","13.98","C","C1","Support Enforcement Officer","6 years","MORTGAGE","71000","064xx,CT","28.26","0","1","17","0","5749","42.9","24","4285.28","0","0","0","0","100th week","0","0","317549","13400","1.0"
"9000","9000","9000.0","36 months","BAT5260863","6.24","A","A2","Asst Director of Operations","2 years","RENT","75704","303xx,GA","19.1","0","0","18","3","8020","38.6","33","133.72","0","0","0","0","13th week","0","0","22864","20800","1.0"
"10000","10000","10000.0","60 months","BAT4664105","14.65","C","C5","Chemist","< 1 year","OWN","41600","923xx,CA","35.08","0","0","16","0","13456","36.3","26","471.78","0","0","0","0","17th week","0","105","175054","37100","1.0"
"24000","24000","24000.0","36 months","BAT528686","8.9","A","A5","Newmont Mining Corporation","10+ years","MORTGAGE","93000","898xx,NV","13.16","0","0","12","0","20755","68.7","22","1714.37","0","0","0","0","48th week","0","0","87807","30200","1.0"
"13000","13000","13000.0","60 months","BAT4106493","13.67","C","C4","Correctional officer","10+ years","MORTGAGE","85000","933xx,CA","23.36","0","1","20","1","1314","11","49","133.28","0","0","0","0","4th week","0","0","271879","11900","1.0"
"9000","9000","9000.0","36 months","BAT4268557","6.92","A","A4","ASSISTANT OFFICE MANAGER","1 year","MORTGAGE","42000","672xx,KS","20.41","0","2","21","0","14284","39.9","24","416.16","0","0","0","0","39th week","0","0","63977","36800","1.0"
"12000","12000","12000.0","36 months","BAT4812002","12.69","B","B5","Washington Speakers Bureau","2 years","RENT","52000","115xx,NY","21.85","0","1","12","0","16234","66.9","32","2484.15","0","0","0","0","152th week","0",,"0","0","1.0"
"24250","24250","24175.0","60 months","BAT3041298","10.16","B","B1","twoton","10+ years","MORTGAGE","60000","181xx,PA","28.37","0","2","18","0","37525","33.6","48","4911.03","0","0","0","0","131th week","0","0","163693","111800","1.0"
"20000","20000","20000.0","36 months","BAT5060554","11.44","B","B4","Associate","3 years","RENT","78000","100xx,NY","13.17","0","0","9","0","21152","92","23","1958.37","0","0","0","0","52th week","0","0","41411","23000","1.0"
"9000","9000","9000.0","36 months","BAT3404765","15.31","C","C2","Rakuten Linkshare","5 years","RENT","68000","941xx,CA","18.74","0","1","15","0","21143","68.6","28","2172.87","0","0","0","0","130th week","0","0","54462","30800","1.0"
"17275","17275","17275.0","36 months","BAT6248271","12.99","C","C1","Carrier Technician","8 years","RENT","60000","104xx,NY","13.84","0","0","13","0","18255","44.2","30","2071.45","0","0","0","0","57th week","0","0","57625","41300","1.0"
"11000","11000","11000.0","36 months","BAT4268557","6.92","A","A4","IT Professional","2 years","MORTGAGE","1.00E+05","750xx,TN","13.22","0","0","11","0","19248","70","36","557.42","0","0","0","0","44th week","0","0","347856","27500","1.0"
"23500","23500","23500.0","60 months","BAT3369838","22.95","F","F1","City Of Phoenix","10+ years","RENT","1.00E+05","850xx,AZ","5.99","4","1","9","0","4549","72.2","37","7028.11","0","0","0","0","74th week","0","0","9264","6300","1.0"
"20000","20000","19950.0","36 months","BAT4664105","10.99","B","B4","Technical Support Consultant","3 years","RENT","50003","607xx,IL","12.67","0","0","14","0","20838","35.7","17","860.04","0","0","0","0","22th week","0","0","20838","58400","1.0"
"20000","20000","20000.0","36 months","BAT5662637","7.89","A","A5",,"n/a","MORTGAGE","80388","245xx,VA","10.9","0","0","8","0","26726","90.3","12","722.3","0","0","0","0","26th week","0","0","295200","29600","1.0"
"11325","11325","11325.0","60 months","BAT3563724","19.2","D","D3","warehouse","10+ years","RENT","48000","075xx,NJ","4.85","0","0","5","0","0","0","11","886.98","0","1529.23","15.2923","0","22th week","0","0","7411","4500","1.0"
"13500","13500","13500.0","36 months","BAT3840785","11.53","B","B5","IT Field Tech","4 years","RENT","46000","339xx,FL","11.32","0","0","8","1","8889","60.1","14","679.05","0","0","0","0","35th week","0","0","23161","14800","1.0"
"21200","21200","21175.0","60 months","BAT4408664","21","E","E2","KBR","4 years","OWN","48000","351xx,AL","16.24","0","2","9","0","15053","45","17","8726.11","0","3077.1","553.878","0","117th week","0","0","23431","33473","1.0"
"6250","6250","6250.0","36 months","BAT4268557","6.68","A","A3","warehouse - forklift - leadman","10+ years","OWN","60000","244xx,VA","19.7","0","0","17","0","5921","10.4","33","305.61","0","0","0","0","44th week","0","831","35415","56900","1.0"
"10000","10000","9900.0","36 months","BAT4217242","9.17","B","B1","Process Technician","10+ years","MORTGAGE","105000","707xx,LA","16.47","0","1","8","1","8823","43.5","26","721.08","0","0","0","0","48th week","0","1303","288033","21100","1.0"
"12000","12000","11975.0","36 months","BAT4106493","6.24","A","A2","Mechanical Designer","< 1 year","RENT","103000","303xx,GA","18.01","0","0","19","0","2462","4.5","31","58.24","0","0","0","0","4th week","0","0","181017","54800","1.0"
"13500","13500","13500.0","36 months","BAT4664105","9.17","B","B2","Accounting Manager","6 years","MORTGAGE","69412","207xx,MD","7.61","0","0","9","0","21592","56.8","26","425.08","0","0","0","0","22th week","0","0","239431","38000","1.0"
"15000","15000","15000.0","60 months","BAT3840785","17.57","D","D4","Training and Development Specialist","10+ years","MORTGAGE","85000","973xx,OR","19.54","0","0","10","0","19726","90.5","47","1617.18","0","0","0","0","35th week","0","0","224269","21800","1.0"
"8000","8000","8000.0","36 months","BAT6004464","11.22","B","B5","lead server","4 years","RENT","25000","916xx,CA","12","0","1","6","0","8099","70.4","6","0","0","0","0","0","NAth week","0","0","16040","11500","1.0"
"27300","27300","26399.46781","60 months","BAT4725056","16.77","E","E2","Go Wireless/Verizon Wireless","1 year","MORTGAGE","51000","212xx,MD","14.05","0","0","10","0","19691","37.7","30","7341.33","0","1156.96","11.3","0","100th week","0",,"0","0","1.0"
"12575","12575","12575.0","36 months","BAT5046402","14.33","C","C1","Johnstone Supply","9 years","MORTGAGE","80000","461xx,IN","24.56","1","0","8","0","28163","76.5","44","580.32","0","5105","101.5846","0","22th week","1","0","343918","36800","1.0"
"10000","10000","10000.0","36 months","BAT4106493","10.99","B","B4","Rural carrier associate","2 years","RENT","36000","983xx,WA","14.97","0","0","9","0","1975","65.8","17","85.47","0","0","0","0","9th week","0","0","29308","3000","1.0"
"17000","17000","17000.0","36 months","BAT3717249","6.03","A","A1","Children's Hospital Colorado","10+ years","MORTGAGE","70000","809xx,CO","10.49","0","0","20","0","12120","40.5","52","1625.88","0","0","0","0","157th week","0",,"0","0","1.0"
"10000","10000","10000.0","60 months","BAT422167","13.99","C","C4","Catering Coordinator","< 1 year","RENT","37000","641xx,MO","23.16","0","0","8","0","5896","44.7","23","779.34","0","0","0","0","31th week","0","0","95744","13200","1.0"
"17475","17475","17475.0","60 months","BAT5319342","16.99","D","D3","Director of Catering and Events","2 years","OWN","120000","922xx,CA","12.31","1","1","9","1","2747","32","14","4016.62","0","0","0","0","78th week","0","231","33202","8650","1.0"
"20000","20000","20000.0","36 months","BAT3563724","13.67","B","B5","Operations Officer - O1","3 years","MORTGAGE","75000","995xx,AK","23.53","0","1","15","0","32663","70.5","37","1301.46","0","0","0","0","30th week","0","0","113673","44000","1.0"
"19150","19150","19150.0","36 months","BAT5241177","10.99","B","B4","Operator","10+ years","MORTGAGE","72000","625xx,IL","34.4","0","0","21","0","22721","46.3","45","752.57","0","0","0","0","17th week","0","0","119350","49100","1.0"
"6000","6000","6000.0","36 months","BAT3404765","21.49","E","E3","Got-Rack.com","7 years","RENT","43000","335xx,FL","25.23","0","3","20","0","9462","43.2","24","611.65","0","303.03","3.0303","0","26th week","0","0","20728","21900","1.0"
"28000","28000","28000.0","36 months","BAT5662637","13.33","C","C3","Directory of Member Srv & Communications","10+ years","MORTGAGE","123000","488xx,MI","34.97","0","2","17","0","131984","83","28","1442.16","0","0","0","0","22th week","0","0","295421","158650","1.0"
"8000","8000","7985.995337","36 months","BAT6389048","7.9","A","A4","Atlanta Track Club","10+ years","OWN","75000","300xx,GA","5.68","0","0","4","0","9730","84.6","6","1010.35","0","0","0","0","156th week","0",,"0","0","1.0"
"19200","19200","19200.0","36 months","BAT4729018","15.61","D","D1","Audio Engineer","1 year","RENT","90000","300xx,GA","12.61","0","0","8","0","16042","73.6","10","2324.29","0","0","0","0","48th week","0","0","42482","21800","1.0"
"31300","31300","31300.0","60 months","BAT5181914","19.99","E","E1","PricewaterhouseCoopers","2 years","MORTGAGE","131150","207xx,MD","25.87","0","2","19","0","12481","26.3","29","3048.46","0","9511.08","1208.0538","0","26th week","0",,"0","0","1.0"
"6000","6000","6000.0","36 months","BAT5060554","9.49","B","B2","IT Support Supervisor","10+ years","OWN","58500","990xx,WA","5.07","0","0","8","0","4396","25","22","406.47","0","0","0","0","39th week","0","0","4396","17600","1.0"
"9725","9725","9725.0","36 months","BAT5019662","13.65","C","C1","Advertising Coordinator","10+ years","MORTGAGE","65000","480xx,MI","26.31","1","2","11","1","5142","63.5","22","1808.99","0","0","0","0","95th week","0","0","227018","8100","1.0"
"15825","15825","15825.0","60 months","BAT3840785","24.5","F","F3","Registered Nurse","1 year","MORTGAGE","48900","410xx,KY","35.98","1","0","15","1","5574","68","39","2481.75","0","0","0","0","35th week","0","556","135904","8200","1.0"
"3500","3500","3500.0","36 months","BAT4664105","8.18","B","B1","Account Manager","5 years","MORTGAGE","47000","303xx,GA","29.75","0","0","23","0","13906","46.8","25","110.2","0","0","0","0","22th week","0","0","127923","29700","1.0"
"4750","4750","4750.0","60 months","BAT5851442","17.43","E","E5","CVS","4 years","RENT","18000","018xx,MA","17.2","0","0","2","0","0","0","16","949.25","0","0","0","0","65th week","0",,"0","0","1.0"
"15000","15000","15000.0","36 months","BAT3041298","9.71","B","B1",,"10+ years","MORTGAGE","60000","543xx,WI","7.46","0","1","14","0","14531","42.7","40","2269.06","0","0","0","0","131th week","0","0","130954","34000","1.0"
"12000","12000","11950.0","36 months","BAT4031849","11.55","B","B3","L-3 Communications","5 years","MORTGAGE","65824","283xx,NC","31.48","1","0","9","0","14293","62.7","21","2122.64","0","0","0","0","122th week","0","0","147410","22800","1.0"
"17500","17500","17450.0","60 months","BAT4664105","12.29","C","C1","Satellite communications","4 years","MORTGAGE","72000","770xx,TX","16.83","0","0","12","0","23362","48.4","17","679.86","0","0","0","0","17th week","0","0","191589","48300","1.0"
"8000","8000","8000.0","36 months","BAT5241177","12.69","C","C2","owner","< 1 year","MORTGAGE","48000","650xx,MO","3.28","0","0","5","1","0","0","12","242.31","0","0","0","0","13th week","0","0","3004","7600","1.0"
"25000","25000","25000.0","60 months","BAT5662637","10.99","B","B4","Medicare Fraud Investigator","< 1 year","MORTGAGE","103000","334xx,FL","23.72","0","0","12","0","15541","83.1","56","1100.47","0","0","0","0","22th week","0","0","286168","18700","1.0"
"21000","21000","21000.0","36 months","BAT446479","12.49","B","B5","Sales","6 years","MORTGAGE","90000","214xx,MD","15.76","0","1","8","1","17097","66.8","13","640.56","0","0","0","0","13th week","0","0","224079","25600","1.0"
"12800","12800","12800.0","60 months","BAT5241177","7.89","A","A5","Supervisor","9 years","MORTGAGE","75000","604xx,IL","12.74","0","0","14","0","16586","34.7","34","237.81","0","0","0","0","13th week","0","0","294656","47800","1.0"
"7000","7000","7000.0","36 months","BAT6004464","14.48","C","C5","Tier 3 Agent","3 years","RENT","40000","853xx,AZ","22.08","0","0","7","0","11617","74.5","13","78.84","0","0","0","0","4th week","0","0","54349","15600","1.0"
"27575","27575","27575.0","60 months","BAT5349407","15.61","C","C4","Project Accountant","7 years","RENT","60000","379xx,TN","25.95","0","1","15","0","14313","32.1","28","3080.53","0","3517.23","35.1723","0","39th week","0","0","190813","44600","1.0"
"10200","10200","10200.0","36 months","BAT3840785","10.99","B","B4","Recycle Driver","3 years","RENT","71000","945xx,CA","14.5","0","1","7","1","2305","17.9","20","594.48","0","0","0","0","31th week","0","0","34384","12900","1.0"
"25000","25000","25000.0","36 months","BAT4127326","8.39","A","A5","Sales","2 years","RENT","90000","850xx,AZ","17.11","0","0","5","0","20398","57.5","13","2079.01","0","0","0","0","61th week","0","0","65668","35500","1.0"
"20000","20000","20000.0","60 months","BAT5260863","12.69","C","C2","EOP, Director","10+ years","RENT","110000","951xx,CA","30.87","0","1","20","0","27146","72","37","598.65","0","0","0","0","13th week","0","0","324999","37900","1.0"
"1500","1500","1500.0","36 months","BAT4318899","12.39","C","C1","IT Analyst","6 years","MORTGAGE","70000","105xx,NY","9.44","5","2","8","0","497","99.4","31","143.12","0","0","0","0","57th week","0","0","435271","500","1.0"
"5700","5700","5700.0","36 months","BAT5260863","13.33","C","C3","Server/Hostess","< 1 year","RENT","18000","633xx,MO","3.33","0","0","7","0","652","11.1","8","120.97","0","0","0","0","9th week","0","0","2367","5900","1.0"
"10400","10400","10400.0","60 months","BAT5260863","14.65","C","C5","Carbon changer","5 years","MORTGAGE","65000","136xx,NY","23.62","0","0","7","0","23220","79","12","368.08","0","0","0","0","13th week","0","0","31448","29400","1.0"
"18225","18225","18225.0","36 months","BAT3016651","19.47","D","D5","Sales","3 years","MORTGAGE","130000","700xx,LA","10.53","0","3","10","0","13411","85.4","20","4841.82","0","0","0","0","91th week","0","0","254716","15700","1.0"
"5000","5000","5000.0","36 months","BAT4729018","14.31","C","C4","deputy sheriff","10+ years","RENT","96000","926xx,CA","9.65","1","4","10","1","7982","30.6","31","575.73","0","0","0","0","48th week","0","9441","578276","26100","1.0"
"9000","9000","9000.0","36 months","BAT3016651","14.16","C","C2","Finance manager","6 years","MORTGAGE","180000","750xx,TX","13.69","1","0","13","0","19570","83.3","17","959.89","0","1231.18","221.6124","0","44th week","0","0","80430","23500","1.0"
"15000","15000","15000.0","60 months","BAT5046402","16.29","C","C4","Metroplex General Contractors","8 years","MORTGAGE","80000","750xx,TX","6.31","0","1","7","0","12100","74.7","25","1930.27","0","0","0","0","44th week","0","0","155513","16200","1.0"
"19800","19800","19800.0","60 months","BAT422167","13.99","C","C4","Registered nurse","3 years","RENT","70000","211xx,MD","37.07","0","0","13","0","41632","56.5","38","1543.09","0","0","0","0","31th week","0","0","194355","73700","1.0"
"35000","35000","35000.0","60 months","BAT4217242","17.57","D","D4","Sr. Field Sales Consultant","10+ years","MORTGAGE","132000","301xx,GA","16.89","0","0","15","0","22442","91.2","34","9129.16","0","0","0","0","87th week","0","0","258254","24600","1.0"
"12000","12000","12000.0","36 months","BAT4818662","13.98","C","C3","Foundry","3 years","RENT","53000","131xx,NY","17.44","0","0","9","0","3447","15.6","9","2080.63","0","0","0","0","83th week","0","0","22362","22100","1.0"
"5750","5750","5750.0","36 months","BAT3274746","11.99","B","B3","Team leader","10+ years","RENT","65000","630xx,MO","8.44","0","2","8","1","4847","30.5","46","907.81","0","0","0","0","91th week","0","0","49141","15900","1.0"
"10000","10000","10000.0","36 months","BAT4664105","13.33","C","C3","Lead","7 years","RENT","29000","606xx,IL","14.67","0","0","8","0","6596","90.4","12","522.46","0","0","0","0","22th week","0","0","9052","7300","1.0"
"20000","20000","19750.0","36 months","BAT6462144","13.67","B","B5","Jackson Memorial Hospital","5 years","MORTGAGE","52000","331xx,FL","12.62","0","0","10","0","23394","71.5","15","4491.7","0","0","0","0","156th week","0",,"0","0","1.0"
"10000","10000","10000.0","60 months","BAT4664105","11.53","B","B5","Sales Executive","< 1 year","RENT","60000","441xx,OH","31.76","0","0","19","0","9691","44","24","455.58","0","0","0","0","22th week","0","1264","164695","22000","1.0"
"12000","12000","11890.07018","36 months","BAT4987372","11.83","B","B3","Severstal North America","10+ years","OWN","122000","209xx,MD","11.02","0","1","17","0","38771","38.5","23","2284.03","0","0","0","0","148th week","0",,"0","0","1.0"
"14000","14000","14000.0","60 months","BAT3840785","8.18","B","B1","Attorney","4 years","MORTGAGE","180000","701xx,LA","10.13","1","1","15","0","23340","71.8","42","634.21","0","0","0","0","35th week","0","96","451396","32500","1.0"
"7000","7000","7000.0","36 months","BAT4268557","11.53","B","B5","Admin Asst","10+ years","MORTGAGE","52000","357xx,AL","19.52","1","1","14","0","7734","35.3","24","604.46","0","0","0","0","44th week","0","317","105159","21900","1.0"
"10000","10000","10000.0","36 months","BAT3016651","10.99","B","B2","Carrier Sales representative","3 years","RENT","40000","606xx,IL","18.93","0","0","7","0","12199","85.9","19","1463.89","0","0","0","0","96th week","0","0","23026","14200","1.0"
"25000","25000","25000.0","36 months","BAT3938478","12.99","B","B4",,"4 years","MORTGAGE","1.00E+05","220xx,VA","14.26","0","0","18","0","7831","23.4","35","4839.21","0","0","0","0","117th week","0","0","722756","33500","1.0"
"15950","15950","15950.0","60 months","BAT446479","17.57","D","D4","Customer Service/Teller Rep","10+ years","MORTGAGE","40000","392xx,MS","28.83","0","0","14","0","21635","62.5","28","3610.24","0","0","0","0","74th week","0","0","100129","34600","1.0"
"11875","11875","11875.0","36 months","BAT3141736","18.75","D","D3","F&P America","2 years","MORTGAGE","35000","453xx,OH","28.35","0","3","15","0","6307","32.2","27","2579.96","0","0","0","0","74th week","0","0","120621","19600","1.0"
"12000","12000","12000.0","36 months","BAT5260863","9.17","B","B2","Senior Accountant","8 years","MORTGAGE","55000","760xx,TX","13.05","0","0","4","0","9290","61.9","7","292.53","0","0","0","0","13th week","0","0","156034","15000","1.0"
"15000","15000","15000.0","36 months","BAT5241177","6.24","A","A2","Educator","10+ years","MORTGAGE","75000","458xx,OH","13.98","0","0","11","0","16750","44.3","31","294.9","0","0","0","0","17th week","0","0","241783","37800","1.0"
"12000","12000","11900.0","36 months","BAT6612051","9.99","B","B3","dispatch","10+ years","RENT","60000","280xx,NC","14.62","0","0","4","0","12686","94.7","6","830.98","0","0","0","0","39th week","0","0","19390","13400","1.0"
"14000","14000","14000.0","36 months","BAT6004464","11.99","C","C1","Teacher","8 years","RENT","60000","601xx,IL","28.14","0","1","14","0","13301","78.2","47","0","0","0","0","0","NAth week","0","0","92349","17000","1.0"
"9000","9000","9000.0","36 months","BAT4408664","12.12","B","B3","KBACE Technologies","5 years","MORTGAGE","85000","970xx,OR","21.16","0","1","14","0","30744","84.5","29","1779.98","0","0","0","0","156th week","0","56","60654","36396","1.0"
"7000","7000","7000.0","36 months","BAT5241177","12.69","C","C2","sales","7 years","RENT","88000","891xx,NV","24.87","0","1","24","1","18393","42.1","88","280.89","0","0","0","0","17th week","0","0","59924","43700","1.0"
"11200","11200","11200.0","60 months","BAT5241177","12.69","C","C2","Mortgage Consultant","3 years","RENT","145000","982xx,WA","11.79","0","1","11","4","16302","65.2","26","335.24","0","0","0","0","13th week","0","0","44013","25000","1.0"
"20000","20000","20000.0","36 months","BAT5260863","7.26","A","A4","Financial Planner","6 years","MORTGAGE","90000","147xx,NY","28.95","2","0","13","0","19232","106.3","27","345.86","0","0","0","0","13th week","0","0","230214","18100","1.0"
"15000","15000","15000.0","36 months","BAT6612051","9.99","B","B3","SALES MGR","10+ years","RENT","60000","939xx,CA","16.07","1","0","11","0","9462","54.4","15","905.57","0","0","0","0","35th week","0","0","17361","17400","1.0"
"4000","4000","3975.0","36 months","BAT6088735","11.36","B","B5","Emerald Correctional Management","1 year","RENT","22800","853xx,AZ","10.95","0","0","10","0","3523","33.6","15","738","0","0","0","0","161th week","0",,"0","0","1.0"
"11200","11200","11200.0","36 months","BAT5319342","6.49","A","A2","Admin Assist","10+ years","RENT","50000","934xx,CA","15.43","2","0","7","0","4938","50.9","25","849.55","0","0","0","0","78th week","0","1190","7155","9700","1.0"
"6625","6625","6625.0","36 months","BAT5907542","20.49","E","E1","Texas Capital Bank","8 years","RENT","85000","752xx,TX","17.53","0","0","24","0","10420","69","50","1116.97","0","717.48","7.174800002","0","48th week","0","0","75976","15100","1.0"
"30000","30000","30000.0","60 months","BAT422167","17.86","D","D5","School Social Worker","10+ years","MORTGAGE","85000","306xx,GA","12.1","1","0","4","0","15012","98.8","15","2995.43","0","0","0","0","31th week","0","0","150322","15200","1.0"
"8000","8000","8000.0","36 months","BAT446479","6.49","A","A2","Teacher","9 years","MORTGAGE","95000","145xx,NY","11.34","0","1","10","0","5804","14.4","26","557.87","0","0","0","0","74th week","0","0","106233","40300","1.0"
"2300","2300","2300.0","36 months","BAT5046402","18.49","D","D2","Cobb County Sheriff's Office","4 years","MORTGAGE","103000","301xx,GA","10.33","0","3","9","0","8935","60.8","11","706.24","0","0","0","0","148th week","0","0","38573","14700","1.0"
"3600","3600","3600.0","36 months","BAT6004464","13.67","C","C4","Chem operator 1","10+ years","MORTGAGE","92000","313xx,GA","14.92","2","2","13","0","2729","14.4","58","0","0","0","0","0","NAth week","0","0","166431","18900","1.0"
"15000","15000","15000.0","60 months","BAT5060554","17.14","D","D4","Analyst","10+ years","RENT","67000","802xx,CO","8.45","0","0","10","0","11888","54.5","17","2384.51","0","0","0","0","52th week","0","0","21155","21800","1.0"
"7300","7300","7300.0","36 months","BAT3840785","13.33","C","C3","HR Assistant","< 1 year","MORTGAGE","40809.6","797xx,TX","35.59","0","1","21","1","6210","20.4","39","522.77","0","0","0","0","31th week","0","0","98482","30400","1.0"
"10000","10000","10000.0","36 months","BAT4725056","7.29","A","A4","BP","6 years","RENT","115000","928xx,CA","17.13","0","1","15","0","18214","48.4","34","1020","0","0","0","0","108th week","0",,"0","0","1.0"
"8000","8000","8000.0","36 months","BAT4268557","10.99","B","B4","office/billing manager","10+ years","RENT","48000","928xx,CA","17.13","0","2","13","1","11139","32","42","648.13","0","0","0","0","44th week","0","0","19110","34800","1.0"
"4875","4875","4875.0","36 months","BAT422167","16.99","D","D3","Sales","1 year","RENT","58000","945xx,CA","24.5","0","1","10","0","11073","63.3","12","446.66","0","0","0","0","31th week","0","0","71195","17500","1.0"
"12000","12000","12000.0","36 months","BAT6612051","14.65","C","C5","Foreman","6 years","MORTGAGE","110000","439xx,OH","15.04","0","1","11","0","19098","78","26","1058.78","0","0","0","0","35th week","0","0","116732","24550","1.0"
"20000","20000","20000.0","60 months","BAT4106493","11.53","B","B5","CASE MANAGER","10+ years","RENT","45000","800xx,CO","27.31","0","1","8","1","78769","55","21","465.22","0","0","0","0","9th week","0","0","78769","144410","1.0"
"6000","6000","6000.0","36 months","BAT4127326","18.24","D","D5","Teller","4 years","RENT","30000","300xx,GA","21.64","0","0","8","0","7919","72","12","1081.7","0","0","0","0","61th week","0","0","15568","11000","1.0"
